CODE	LIBELLE
A28	Autres anthropozoonoses bactériennes, non classées ailleurs
A280	Pasteurellose
A281	Maladie des griffes du chat
A282	Yersiniose extra-intestinale
A288	Autres anthropozoonoses bactériennes précisées, non classées ailleurs
A289	Anthropozoonose bactérienne, sans précision
A30	Lèpre [maladie de Hansen]
A300	Lèpre indéterminée
A301	Lèpre tuberculoïde
A302	Lèpre tuberculoïde de type intermédiaire atypique
A303	Lèpre de type intermédiaire atypique
A304	Lèpre lépromateuse de type intermédiaire atypique
A305	Lèpre lépromateuse
A308	Autres formes de lèpre
A309	Lèpre, sans précision
A31	Infections dues à d autres mycobactéries
A310	Infection pulmonaire à mycobactéries atypiques
A311	Infection cutanée à mycobacteries atypiques
A318	Autres infections à mycobacteries atypiques
A319	Infection à mycobacteries atypiques, sans précision
A32	Listériose
A320	Listériose cutanée
A321	Méningite et méningo-encéphalite listériennes
A327	Sepsis à Listeria listérienne
A328	Autres formes de listériose
A329	Listériose, sans précision
A33	Tétanos néonatal
A34	Tétanos obstétrical
A35	Autres formes de tétanos
A36	Diphtérie
A360	Diphtérie pharyngée
A361	Diphtérie rhinopharyngée
A362	Diphtérie laryngée
A363	Diphtérie cutanée
A368	Autres formes de diphtérie
A369	Diphtérie, sans précision
A37	Coqueluche
A370	Coqueluche à Bordetella pertussis
A371	Coqueluche à Bordetella parapertussis
A378	Coqueluche due à d autres espèces de Bordetella
A379	Coqueluche, sans précision
A38	Scarlatine
A39	Infection à méningocoques
A390	Méningite à méningocoques (G01*)
A391	Syndrome de Waterhouse-Friderichsen (E35.1*)
A392	Méningococcémie aiguë
A393	Méningococcémie chronique
A394	Méningococcémie, sans précision
A395	Cardite à méningocoques
A398	Autres infections à méningocoques
A399	Infection méningococcique, sans précision
A40	Sepsis à streptocoques
A400	Sepsis à streptocoques, groupe A
A401	Sepsis à streptocoques, groupe B
A402	Sepsis à streptocoques, groupe D
A403	Sepsis à pneumocoques
A408	Autres s sepsis à streptocoques
A409	Sepsis à streptocoques, sans précision
A41	Autres sepsis
A410	Sepsis à staphylocoques dorés
A411	Sepsis à staphylocoques coagulase-négatifs
A412	Sepsis à staphylocoques non précisés
A413	Sepsis à Haemophilus influenzae
A414	Sepsis à microorganismes anaérobies
A415	Sepsis à microorganismes Gram négatif SAI
A418	Autres s sepsis précisées
A419	Sepsis sans précision
A42	Actinomycose
A420	Actinomycose pulmonaire
A421	Actinomycose abdominale
A422	Actinomycose cervico-faciale
A427	Sepsis actinomycosique
A428	Autres formes d actinomycose
A429	Actinomycose, sans précision
A43	Nocardiose
A430	Nocardiose pulmonaire
A431	Nocardiose cutanée
A438	Autres formes de nocardiose
A439	Nocardiose, sans précision
A44	Bartonellose
A440	Bartonellose généralisée
A441	Bartonellose cutanée et cutanéo-muqueuse
A448	Autres formes de bartonellose
A449	Bartonellose, sans précision
A46	Érysipèle
A48	Autres maladies bactériennes, non classées ailleurs
A480	Gangrène gazeuse
A481	Maladie des légionnaires (pulmonaire)
A482	Maladie des légionnaires, sans signes pulmonaires [fièvre de Pontiac]
A483	Syndrome du choc toxique
A484	Fièvre purpurique du Brésil
A488	Autres maladies bactériennes précisées
A49	Infection bactérienne, siège non précisé
A490	Infection à staphylocoques, siège non précisé
A491	Infection à streptocoques, siège non précisé
A492	Infection à Haemophilus influenzae, siège non précisé
A493	Infection à Mycoplasma, siège non précisé
A498	Autres infections bactériennes, siège non précisé
A499	Infection bactérienne, sans précision
A50	Syphilis congénitale
A500	Syphilis congénitale précoce, symptomatique
A501	Syphilis congénitale précoce, latente
A502	Syphilis congénitale précoce, sans précision
A503	Oculopathie syphilitique congénitale tardive
A504	Syphilis congénitale nerveuse tardive [neuro-syphilis juvénile]
A505	Autres formes tardives de syphilis congénitale, symptomatique
A506	Syphilis congénitale tardive, latente
A507	Syphilis congénitale tardive, sans précision
A509	Syphilis congénitale, sans précision
A51	Syphilis précoce
A510	Syphilis génitale primaire
A511	Syphilis anale primaire
A512	Syphilis primaire d autres localisations
A513	Syphilis secondaire de la peau et des muqueuses
A514	Autres formes de syphilis secondaire
A515	Syphilis précoce, latente
A519	Syphilis précoce, sans précision
A52	Syphilis tardive
A520	Syphilis cardio-vasculaire
A521	Syphilis nerveuse symptomatique
A522	Syphilis nerveuse asymptomatique
A523	Syphilis nerveuse, sans précision
A527	Autres formes tardives de syphilis symptomatique
A528	Syphilis tardive, latente
A529	Syphilis tardive, sans précision
A53	Syphilis, autres et sans précision
A530	Syphilis latente, (non précisée précoce ou tardive)
A539	Syphilis, sans précision
A54	Infection gonococcique
A540	Infection gonococcique de la partie inférieure de l appareil génito-urinaire, (sans abcès périurétral ou des glandes annexes)
A541	Infection gonococcique de la partie inférieure de l appareil génito-urinaire, avec abcès périurétral et des glandes annexes
A542	Pelvipéritonite gonococcique et autres infections génito-urinaires gonococciques
A543	Infection gonococcique de l oeil
A544	Infection gonococcique du système ostéo-articulaire et des muscles
A545	Pharyngite gonococcique
A546	Infection gonococcique de l anus et du rectum
A548	Autres infections gonococciques
A549	Infection gonococcique, sans précision
A55	Lymphogranulomatose vénérienne à Chlamydia
A56	Autres infections à Chlamydia transmises par voie sexuelle
A560	Infection à Chlamydia de la partie inférieure de l appareil génito-urinaire
A561	Infection à Chlamydia, pelvi-péritonéale et des autres organes génito-urinaires
A562	Infection à Chlamydia de l appareil génito-urinaire, sans précision
A563	Infection à Chlamydia de l anus et du rectum
A564	Infection à Chlamydia du pharynx
A568	Infection à Chlamydia transmise par voie sexuelle, autres localisations
A57	Chancre mou
A58	Granulome inguinal
A59	Trichomonase
A590	Trichomonase uro-génitale
A598	Autres localisations de trichomonase
A599	Trichomonase, sans précision
A60	Infection ano-génitale par le virus de l herpès [herpes simplex]
A600	Infection des organes génitaux par le virus de l herpes  femme (N77.0*N77.1*),  homme (N51.*)
A601	Infection de la marge cutanée de l anus et du rectum, par le virus de l herpès
A609	Infection ano-génitale par le virus de l herpès, sans précision
A63	Autres maladies dont le mode de transmission est essentiellement sexuel, non classées ailleurs
A630	Condylomes ano-génitaux (vénériens)
A6300	Condylomes anaux (vénériens)
A6308	Autres condylomes ano-génitaux (vénériens)
A638	Autres maladies précisées dont le mode de transmission est essentiellement sexuel
A64	Maladie sexuellement transmise, sans précision
A65	Syphilis non vénérienne
A66	Pian
A660	Lésions initiales du pian
A661	Papillomes multiples et pian plantaire humide (pian-crabe)
A662	Autres lésions cutanées précoces du pian
A663	Hyperkératose pianique
A664	Gommes et ulcères pianiques
A665	Gangosa
A666	Lésions ostéo-articulaires pianiques
A667	Autres manifestations du pian
A668	Pian latent
A669	Pian, sans précision
A67	Pinta [caraté]
A670	Lésions initiales de la pinta
A671	Lésions intermédiaires de la pinta
A672	Lésions tardives de la pinta
A673	Lésions mixtes de la pinta
A679	Pinta, sans précision
A68	Fièvres récurrentes [borrélioses]
A680	Fièvre récurrente [borréliose] à poux
A681	Fièvre récurrente [borréliose] à tiques
A689	Fièvre récurrente [borréliose], sans précision
A69	Autres infections à spirochètes
A690	Stomatite ulcéro-nécrotique
A691	Autres infections dites de Vincent
A692	Maladie de Lyme
A698	Autres infections à spirochètes précisées
A699	Infection à spirochètes, sans précision
A70	Infection à Chlamydia psittaci
A71	Trachome
A710	Phase initiale du trachome
A711	Phase active du trachome
A719	Trachome, sans précision
A74	Autres infections à Chlamydia
A740	Conjonctivite à Chlamydia (H13.1*)
A748	Autres infections à Chlamydia précisées
A749	Infection à Chlamydia, sans précision
A75	Typhus
A750	Typhus épidémique à poux dû à Rickettsia prowazekii
A751	Typhus résurgent [maladie de Brill]
A752	Typhus à Rickettsia typhi
A753	Typhus à Rickettsia tsutsugamushi
A759	Typhus, sans précision
A77	Fièvre pourprée [rickettsioses à tiques]
A770	Fièvre pourprée à Rickettsia rickettsii
A771	Fièvre pourprée à Rickettsia conorii
A772	Fièvre pourprée due à Rickettsia sibirica
A773	Fièvre pourprée due à Rickettsia australis
A778	Autres fièvres pourprées
A779	Fièvre pourprée, sans précision
A78	Fièvre Q
A79	Autres rickettsioses
A790	Fièvres des tranchées
A791	Rickettsiose varicelliforme due à Rickettsia akari
A798	Autres types précisés de rickettsiose
A799	Rickettsiose, sans précision
A80	Poliomyélite aiguë
A800	Poliomyélite paralytique aiguë, associée au virus vaccinal
A801	Poliomyélite paralytique aiguë, virus sauvage importé
A802	Poliomyélite paralytique aiguë, virus sauvage indigène
A803	Poliomyélites paralytiques aiguës, autres et sans précision
A804	Poliomyélite aiguë non paralytique
A809	Poliomyélite aiguë, sans précision
A81	Infections atypiques à virus, du système nerveux central, Comprend: maladies à prions, du système nerveux central
A810	Maladie de Creutzfeldt-Jakob
A811	Panencéphalite sclérosante subaiguë
A812	Leucoencéphalopathie multifocale (progressive)
A818	Autres infections atypiques à virus, du système nerveux central
A819	Infection lente à virus, SAI
A82	Rage
A820	Rage sylvatique
A821	Rage des rues [rage citadine]
A829	Rage, sans précision
A83	Encéphalite virale transmise par des moustiques
A830	Encéphalite japonaise
A831	Encéphalite équine occidentale
A832	Encéphalite équine orientale
A833	Encéphalite de Saint-Louis
A834	Encéphalite australienne
A835	Encéphalite de Californie
A836	Maladie à virus de Rocio
A838	Autres encéphalites virales transmises par des moustiques
A839	Encéphalite virale transmise par des moustiques, sans précision
A84	Encéphalite virale transmise par des tiques
A840	Encéphalite de la taïga [encéphalite verno-estivale russe]
A841	Encéphalite d Europe centrale transmise par des tiques
A848	Autres encéphalites virales transmises par des tiques
A849	Encéphalite virale transmise par des tiques, sans précision
A85	Autres encéphalites virales, non classées ailleurs
A850	Encéphalite à entérovirus (G05.1*)
A851	Encéphalite à adénovirus (G05.1*)
A852	Encéphalite virale transmise par des arthropodes, sans précision
A858	Autres encéphalites virales précisées
A86	Encéphalite virale, sans précision
A87	Méningite virale
A870	Méningite à entérovirus (G02.0*)
A871	Méningite à adénovirus (G02.0*)
A872	Chorioméningite lymphocytaire
A878	Autres méningites virales
A879	Méningite virale, sans précision
A88	Autres infections virales du système nerveux central, non classées ailleurs
A880	Fièvre exanthémateuse à entérovirus [exanthème de Boston]
A881	Vertige épidémique
A888	Autres infections virales précisées du système nerveux central
A89	Infection virale du système nerveux central, sans précision
A90	Dengue [dengue classique]
A91	Fièvre hémorragique due au virus de la dengue
A92	Autres fièvres virales transmises par des moustiques
A920	Fièvre de Chikungunya
A921	Fièvre due au virus O nyong-nyong
A922	Fièvre équine vénézuélienne
A923	Fièvre due au virus West-Nile
A924	Fièvre de la vallée du Rift
A928	Autres fièvres virales précisées, transmises par des moustiques
A929	Fièvre virale transmise par des moustiques, sans précision
A93	Autres fièvres virales transmises par des arthropodes, non classées ailleurs
A930	Fièvre d Oropouche
A931	Fièvre à phlébotome
A932	Fièvre à tiques du Colorado
A938	Autres fièvres virales précisées, transmises par des arthropodes
A94	Fièvre virale transmise par des arthropodes, sans précision
A95	Fièvre jaune
A950	Fièvre jaune sylvatique
A951	Fièvre jaune citadine
A959	Fièvre jaune, sans précision
A96	Fièvre hémorragique à arénavirus
A960	Fièvre hémorragique de Junin
A961	Fièvre hémorragique de Machupo
A962	Fièvre de Lassa
A968	Autres fièvres hémorragiques à arénavirus
A969	Fièvre hémorragique à arénavirus, sans précision
A98	Autres fièvres hémorragiques virales, non classées ailleurs
A980	Fièvre hémorragique de Crimée [du Congo]
A981	Fièvre hémorragique d Omsk
A982	Maladie de la forêt de Kyasanur
A983	Maladie de Marburg
A984	Maladie à virus Ebola
A985	Fièvre hémorragique avec syndrome rénal
A988	Autres fièvres hémorragiques virales précisées
A99	Fièvre hémorragique virale, sans précision
B00	Infections par le virus de l herpès [herpes simplex]
B000	Eczéma herpétique
B001	Dermite vésiculaire due au virus de l herpès
B002	Gingivo-stomatite et pharyngo-amygdalite due au virus de l herpès
B003	Méningite due au virus de l herpès (G02.0*)
B004	Encéphalite due au virus de l herpès (G05.1*)
B005	Affections oculaires dues au virus de l herpès
B007	Sepsis dû au virus de l herpès
B008	Autres formes d infection due au virus de l herpès
B009	Infection due au virus de l herpès, sans précision
B01	Varicelle
B010	Méningite varicelleuse (G02.0*)
B011	Encéphalite varicelleuse (G05.1*)
B012	Pneumopathie varicelleuse (J17.1*)
B018	Varicelle avec autres complications
B019	Varicelle (sans complication)
B02	Zona [herpes zoster]
B020	Encéphalite zostérienne (G05.1*)
B021	Méningite zostérienne (G02.0*)
B022	Zona accompagné d autres manifestations neurologiques
B023	Zona ophtalmique
B027	Zona disséminé
B028	Zona avec autres complications
B029	Zona (sans complication)
B03	Variole
B04	Monkeypox
B05	Rougeole
B050	Rougeole compliquée d une encéphalite (G05.1*)
B051	Rougeole compliquée d une méningite (G02.0*)
B052	Rougeole compliquée d une pneumopathie (J17.1*)
B053	Rougeole compliquée d une otite moyenne (H67.1*)
B054	Rougeole avec complications intestinales
B058	Rougeole avec autres complications
B059	Rougeole (sans complication)
B06	Rubéole
B060	Rubéole avec complications neurologiques
B068	Rubéole avec autres complications
B069	Rubéole (sans complication)
B07	Verrues d origine virale
B08	Autres infections virales caractérisées par des lésions cutanéo-muqueuses, non classées ailleurs
B080	Autres infections à orthopoxvirus
B081	Molluscum contagiosum
B082	Exanthème subit [sixième maladie] [roséole infantile]
B083	Érythème infectieux [cinquième maladie] [mégalérythème épiémique]
B084	Stomatite vésiculaire avec exanthème, due à un entérovirus
B085	Pharyngite vésiculaire due à un entérovirus
B088	Autres infections virales précisées, caractérisées par des lésions cutanéo-muqueuses
B09	Infection virale caractérisée par des lésions cutanéo-muqueuses, sans précision
B15	Hépatite aiguë A
B150	Hépatite A avec coma hépatique
B159	Hépatite A (sans coma hépatique)
B16	Hépatite aiguë B
B160	Hépatite aiguë B avec agent delta, avec coma hépatique
B161	Hépatite aiguë B avec agent delta, sans coma hépatique
B162	Hépatite aiguë B sans agent delta, avec coma hépatique
B169	Hépatite (aiguë) B (sans agent delta et sans coma hépatique)
B17	Autres hépatites virales aiguës
B170	(Sur)infection aiguë par agent delta d un sujet porteur de l hépatite B
B171	Hépatite aiguë C
B172	Hépatite aiguë E
B178	Autres hépatites virales aiguës précisées
B179	Hépatite virale aigüe, Hépatite aigüe sans précision
B18	Hépatite virale chronique
B180	Hépatite virale chronique B avec agent delta
B181	Hépatite virale chronique B sans agent delta
B182	Hépatite virale chronique C
B188	Autres hépatites virales chroniques
B189	Hépatite virale chronique, sans précision
B19	Hépatite virale, sans précision
B190	Hépatite virale, sans précision, avec coma
B199	Hépatite virale, sans précision, (sans coma)
B20	Immunodéficience humaine virale [VIH], à l origine de maladies infectieuses et parasitaires
B200	Maladie par VIH à l origine d une infection mycobactérienne
B201	Maladie par VIH à l origine d autres infections bactériennes
B202	Maladie par VIH à l origine d infections à cytomégalovirus
B203	Maladie par VIH à l origine d autres infections virales
B204	Maladie par VIH à l origine de candidose
B205	Maladie par VIH à l origine d autres mycoses
B206	Maladie par VIH à l origine d une pneumopathie à Pneumocystis jirovecii
B207	Maladie par VIH à l origine d infections multiples
B208	Maladie par VIH à l origine d autres maladies infectieuses et parasitaires
B209	Maladie par VIH à l origine d une maladie infectieuse ou parasitaire non précisée
B21	Immunodéficience humaine virale [VIH], à l origine de tumeurs malignes
B210	Maladie par VIH à l origine d un sarcome de Kaposi
B211	Maladie par VIH à l origine d un lymphome de Burkitt
B212	Maladie par VIH à l origine d autres lymphomes non hodgkiniens
B213	Maladie par VIH à l origine d autres tumeurs malignes des tissus lymphoïde, hématopoïétique et apparentés
B217	Maladie par VIH à l origine de tumeurs malignes multiples
B218	Maladie par VIH à l origine d autres tumeurs malignes
B219	Maladie par VIH à l origine d une tumeur maligne, sans précision
B22	Immunodéficience humaine virale [VIH], à l origine d autres affections précisées
B220	Maladie par VIH à l origine d une encéphalopathie
B221	Maladie par VIH à l origine d une pneumopathie lymphoïde interstitielle
B222	Maladie par VIH à l origine d un syndrome cachectique
B227	Maladie par VIH à l origine de maladies multiples classées ailleurs
B23	Immunodéficience humaine virale [VIH], à l origine d autres maladies
B230	Syndrome d infection aiguë par VIH
B231	Maladie par VIH à l origine d adénopathies généralisées (persistantes)
B232	Maladie par VIH à l origine d anomalies hématologiques et immunologiques, non classées ailleurs
B238	Maladie par VIH à l origine d autres états précisés
B24	Immunodéficience humaine virale [VIH], sans précision
B24+0	Pré-SIDA [ARC], sans précision
B24+1	SIDA avéré, sans précision
B24+9	Infection par le VIH, sans précision
B25	Maladie à cytomégalovirus
B250	Pneumopathie à cytomégalovirus (J17.1*)
B251	Hépatite à cytomégalovirus (K77.0*)
B252	Pancréatite à cytomégalovirus (K87.1*)
B258	Rétinite à cytomégalovirus
B259	Maladie à cytomégalovirus, sans précision
B26	Oreillons
B260	Orchite ourlienne (N51.1*)
B261	Méningite ourlienne (G02.0*)
B262	Encéphalite ourlienne (G05.1*)
B263	Pancréatite ourlienne (K87.1*)
B268	Oreillons avec autres complications
B269	Oreillons (sans complication)
B27	Mononucléose infectieuse
B270	Mononucléose due à herpèsvirus gamma
B271	Mononucléose à cytomégalovirus
B278	Autres mononucléoses infectieuses
B279	Mononucléose infectieuse, sans précision
B30	Conjonctivite virale
B300	Kératoconjonctivite due à un adénovirus (H19.2*)
B301	Conjonctivite due à un adénovirus (H13.1*)
B302	Pharyngo-conjonctivite virale
B303	Conjonctivite hémorragique (aiguë épidémique) (entérovirale) (H13.1*)
B308	Autres conjonctivites virales (H13.1*)
B309	Conjonctivite virale, sans précision
B33	Autres maladies à virus, non classées ailleurs
B330	Myalgie épidémique
B331	Maladie de la Ross River
B332	Cardite virale
B333	Infections à rétrovirus, non classées ailleurs
B334	Syndrome (cardio-)pulmonaire à hantavirus [hantavirus] [SPH] [SCPH] (J17.1)
B338	Autres maladies à virus précisées
B34	Infection adénovirale, siège non précisé
B340	Infection entérovirale, siège non précisé
B341	Infection entérovirale, sans précision
B342	Infection coronavirale, siège non précisé
B343	Infection parvovirale, siège non précisé
B344	Infection papovavirale, siège non précisé
B348	Autres infections virales, siège non précisé
B349	Infection virale, sans précision
B35	Dermatophytose
B350	Teigne de la barbe et du cuir chevelu
B351	Teigne de l ongle
B352	Teigne de la main
B353	Teigne du pied
B354	Teigne de la peau glabre
B355	Teigne imbriquée
B356	Teigne du membre inférieur
B358	Autres dermatophytoses
B359	Dermatophytose, sans précision
B36	Autres mycoses superficielles
B360	Pityriasis versicolor
B361	Tinea nigra
B362	Piedra blanche
B363	Piedra noire
B368	Autres mycoses superficielles précisées
B369	Mycose superficielle, sans précision
B37	Candidose
B370	Stomatite à Candida
B371	Candidose pulmonaire
B372	Candidose de la peau et des ongles
B373	Candidose de la vulve et du vagin (N77.1*)
B374	Candidose d autres localisations uro-génitales
B375	Méningite à Candida (G02.1*)
B376	Endocardite à Candida (I39.8*)
B377	Sepsis à Candida
B378	Autres localisations de candidose
B379	Candidose, sans précision
B38	Coccidioïdomycose
B380	Coccidioïdomycose pulmonaire aiguë
B381	Coccidioïdomycose pulmonaire chronique
B382	Coccidioïdomycose pulmonaire, sans précision
B383	Coccidioïdomycose cutanée
B384	Méningite à coccidioïdomycose (G02.1*)
B387	Coccidioïdomycose disséminée
B388	Autres formes de coccidioïdomycose
B389	Coccidioïdomycose, sans précision
B39	Histoplasmose
B390	Histoplasmose pulmonaire aiguë à Histoplasma capsulatum
B391	Histoplasmose pulmonaire chronique à Histoplasma capsulatum
B392	Histoplasmose pulmonaire à Histoplasma capsulatum, sans précision
B393	Histoplasmose disséminée à Histoplasma capsulatum
B394	Histoplasmose à Histoplasma capsulatum, sans précision
B395	Histoplasmose à Histoplasma duboisii
B399	Histoplasmose, sans précision
B40	Blastomycose
B400	Blastomycose pulmonaire aiguë
B401	Blastomycose pulmonaire chronique
B402	Blastomycose pulmonaire, sans précision
B403	Blastomycose cutanée
B407	Blastomycose disséminée
B408	Autres formes de blastomycose
B409	Blastomycose, sans précision
B41	Paracoccidioïdomycose
B410	Paracoccidioïdomycose pulmonaire
B417	Paracoccidioïdomycose disséminée
B418	Autres formes de paracoccidioïdomycose
B419	Paracoccidioïdomycose, sans précision
B42	Sporotrichose
B420	Sporotrichose pulmonaire (J99.8*)
B421	Sporotrichose lympho-cutanée
B427	Sporotrichose disséminée
B428	Autres formes de sporotrichose
B429	Sporotrichose, sans précision
B43	Chromomycose (chromoblastomycose) et abcès phaeohyphomycosique
B430	Chromomycose cutanée
B431	Abcès phaeohyphomycosique du cerveau
B432	Abcès et kyste phaeohyphomycosiques sous-cutanés
B438	Autres formes de chromomycose
B439	Chromomycose, sans précision
B44	Aspergillose
B440	Aspergillose pulmonaire invasive
B441	Autres aspergilloses pulmonaires
B442	Aspergillose amygdalienne
B447	Aspergillose disséminée
B448	Autres formes d aspergillose
B449	Aspergillose, sans précision
B45	Cryptococcose
B450	Cryptococcose pulmonaire
B451	Cryptococcose cérébrale
B452	Cryptococcose cutanée
B453	Cryptococcose osseuse
B457	Cryptococcose disséminée
B458	Autres formes de cryptococcose
B459	Cryptococcose, sans précision
B46	Zygomycose
B460	Mucormycose pulmonaire
B461	Mucormycose rhinocérébrale
B462	Mucormycose gastro-intestinale
B463	Mucormycose cutanée
B464	Mucormycose disséminée
B465	Mucormycose, sans précision
B468	Autres zygomycoses
B469	Zygomycose, sans précision
B47	Mycétome
B470	Eumycétome
B471	Actinomycétome
