CODE	LIBELLE
L020	abcès cutané, furoncle et anthrax de la face
L021	abcès cutané, furoncle et anthrax du cou
L022	abcès cutané, furoncle et anthrax du tronc
L023	abcès cutané, furoncle et anthrax de la fesse
L024	abcès cutané, furoncle et anthrax d'un membre
L028	abcès cutané, furoncle et anthrax d'autres localisations
L029	abcès cutané, furoncle et anthrax, sans précision
L030	phlegmon des doigts et des orteils
L031	phlegmon d'autres parties d'un membre
L032	phlegmon de la face
L033	phlegmon du tronc
L038	phlegmon d'autres localisations
L039	phlegmon, sans précision
L049	lymphadénite aiguë, sans précision
L080	pyodermite
G000	méningite à Haemophilus
G001	méningite à pneumocoques
G002	méningite à streptocoques
G003	méningite à staphylocoques
G008	autres méningites bactériennes
G009	méningite bactérienne, sans précision
G060	abcès et granulome intracrâniens
G061	abcès et granulome intrarachidiens
G062	abcès extra-dural et sous-dural, sans précision
I891	lymphangite
J110	grippe avec pneumopathie, virus non identifié
J111	grippe avec d'autres manifestations respiratoires, virus non identifié
J120	pneumopathie adénovirale
J129	pneumopathie virale, sans précision
J13	pneumonie due à Streptococcus pneumoniae
J14	pneumopathie due à Haemophilus influenzae
J150	pneumopathie due à Klebsiella pneumoniae
J151	pneumopathie due à Pseudomonas
J152	pneumopathie due à des staphylocoques
J153	pneumopathie due à des streptocoques, groupe B
J154	pneumopathie due à d'autres streptocoques
J155	pneumopathie due à Escherichia coli
J156	pneumopathie due à d'autres bactéries aérobies à Gram négatif
J157	pneumopathie due à Mycoplasma pneumoniae
J158	autres pneumopathies bactériennes
J159	pneumopathie bactérienne, sans précision
J160	pneumopathie due à Chlamydia
J168	pneumopathie due à d'autres micro-organismes infectieux
J189	pneumopathie, sans précision
J200	bronchite aiguë due à Mycoplasma pneumoniae
J201	bronchite aiguë due à Haemophilus influenzae
J202	bronchite aiguë due à des streptocoques
J208	bronchite aiguë due à d'autres micro-organismes précisés
J209	bronchite aiguë, sans précision
J411	bronchite chronique mucopurulente
J440	maladie pulmonaire obstructive chronique avec infection aiguë des voies respiratoires inférieures
J690	pneumopathie due à des aliments et des vomissements
J850	gangrène et nécrose du poumon
J851	abcès du poumon avec pneumopathie
J852	abcès du poumon sans pneumopathie
J853	abcès du médiastin
J860	pyothorax avec fistule
J869	pyothorax sans fistule
J90	épanchement pleural, non classé ailleurs
J958	autres troubles respiratoires après un acte à visée diagnostique et thérapeutique, non classés ailleurs
J985	maladies du médiastin, non classées ailleurs
K20	oesophagite
K316	fistule de l'estomac et du duodénum
L97	ulcère du membre inférieur, non classé ailleurs
M000	arthrite et polyarthrite à staphylocoques
M001	arthrite et polyarthrite à pneumocoques
M002	autres arthrites et polyarthrites à streptocoques
M008	arthrite et polyarthrite dues à d'autres bactéries précisées
M009	arthrite à bactéries pyogènes, sans précision
M010	arthrite méningococcique
M013	arthrite au cours d'autres maladies bactériennes classées ailleurs
M016	arthrite au cours de mycoses
M492	spondylite entérobactérienne
M493	spondylopathie au cours d'autres maladies infectieuses et parasitaires classées ailleurs
M600	myosite infectieuse
M631	myosite au cours d'infections parasitaires et à protozoaires classées ailleurs
M632	myosite au cours d'autres maladies infectieuses classées ailleurs
M860	ostéomyélite hématogène aiguë
M863	ostéomyélite chronique multiple
M864	ostéomyélite chronique avec fistule de drainage
M869	ostéomyélite, sans précision
N10	néphrite tubulo-interstitielle aiguë
N136	pyonéphrose
N151	abcès rénal et périrénal
N300	cystite aiguë
N308	autres cystites
N340	abcès urétral
N341	urétrite non spécifique
N410	prostatite aiguë
N411	prostatite chronique
N412	abcès de la prostate
N413	prostato-cystite
N450	orchite, épididymite et épididymo-orchite, avec abcès
N459	orchite, épididymite et épididymo-orchite, sans abcès
N61	affections inflammatoires du sein
N709	salpingite et ovarite, sans précision
N719	affection inflammatoire de l'utérus, sans précision
N732	paramétrite et phlegmon pelvien, sans précision
N735	pelvipéritonite chez la femme, sans précision
N829	fistule de l'appareil génital de la femme, sans précision
T802	infections consécutives à une injection thérapeutique, une perfusion et une transfusion
T814	infection après un acte à visée diagnostique et thérapeutique, non classée ailleurs
T826	infection et réaction inflammatoire dues à une prothèse valvulaire cardiaque
T827	infection et réaction inflammatoire dues à d'autres prothèses, implants et greffes cardiaques et vasculaires
T835	infection et réaction inflammatoire dues à une prothèse, un implant et une greffe de l'appareil urinaire
T836	infection et réaction inflammatoire dues à une prothèse, un implant et une greffe de l'appareil génital
T845	infection et réaction inflammatoire dues à une prothèse articulaire interne
T846	infection et réaction inflammatoire dues à un appareil de fixation interne [toute localisation]
T847	infection et réaction inflammatoire dues à d'autres prothèses, implants et greffes orthopédiques internes
T857	infection et réaction inflammatoire dues à d'autres prothèses, implants et greffes internes
T874	infection d'un moignon d'amputation
T875	nécrose d'un moignon d'amputation
K352	Appendicite aigüe avec péritonite généralisée
K353	Appendicite aigüe avec péritonite localisée
K859	Pancréatite aiguë, sans précision
L890	Zone de pression et ulcère de décubitus de stade I
L891	Ulcère de décubitus de stade II
L892	Ulcère de décubitus de stade III
L893	Ulcère de décubitus de stade IV
R572	Choc septique
R650	Syndrome de réponse inflammatoire systémique d'origine infectieuse sans défaillance d'organe
R651	Syndrome de réponse inflammatoire systémique d'origine infectieuse avec défaillance d'organe
K2380	sophagite herpétique (B00.8)
K2381	sophagite à candida (B37.8)
K2388	Atteintes de l'sophage au cours de maladies classées ailleurs, autres
