CODE	LIBELLE
B20	immunodéficience humaine virale [VIH], à l'origine de maladies infectieuses et parasitaires
B21	immunodéficience humaine virale [VIH], à l'origine de tumeurs malignes
B22	immunodéficience humaine virale [VIH], à l'origine d'autres affections précisées
B23	immunodéficience humaine virale [VIH], à l'origine d'autres maladies
B24	immunodéficience humaine virale [VIH], sans précision
B25	maladie à cytomégalovirus
B26	oreillons
B27	mononucléose infectieuse
B30	conjonctivite virale
B33	autres maladies à virus, non classées ailleurs
B34	infection virale, siège non précisé
B35	dermatophytose
B36	autres mycoses superficielles
B37	candidose
B38	coccidioïdomycose
B39	histoplasmose
B40	blastomycose
B41	paracoccidioïdomycose
B42	sporotrichose
B43	chromomycose [chromoblastomycose] et abcès phaeohyphomycosique
B44	aspergillose
B45	cryptococcose
B46	zygomycose
B47	mycétome
B48	autres mycoses, non classées ailleurs
B49	mycose, sans précision
B50	paludisme à Plasmodium falciparum
B51	paludisme à Plasmodium vivax
B52	paludisme à Plasmodium malariae
B53	autres paludismes confirmés par examen parasitologique
B54	paludisme, sans précision
B55	leishmaniose
B56	trypanosomiase africaine
B57	maladie de Chagas
B58	toxoplasmose
B59	pneumocystose
B60	autres maladies dues à des protozoaires, non classées ailleurs
B64	maladie due à des protozoaires, sans précision
B65	schistosomiase [bilharziose]
B66	autres infections par douves [distomatoses]
B67	échinococcose
B68	infection à Taenia [téniase]
B69	cysticercose
B70	diphyllobothriase et sparganose
B71	autres infections à cestodes
B72	dracunculose
B73	onchocercose
B74	filariose
B75	trichinose
B76	ankylostomiase
B77	ascaridiase
B78	anguillulose [strongyloïdose]
B79	infection à Trichuris trichiuria
B80	oxyurose
B81	autres helminthiases intestinales, non classées ailleurs
B82	parasitose intestinale, sans précision
B83	autres helminthiases
B85	pédiculose et phtiriase
B86	gale
B87	myiase
B88	autres infestations
B89	parasitose, sans précision
B90	séquelles de tuberculose
B91	séquelles de poliomyélite
B92	séquelles de lèpre
B94	séquelles de maladies infectieuses et parasitaires, autres et non précisées
B95	streptocoques et staphylocoques, cause de maladies classées dans d'autres chapitres
B96	autres agents bactériens, cause de maladies classées dans d'autres chapitres
B97	virus, cause de maladies classées dans d'autres chapitres
B99	maladies infectieuses, autres et non précisées
(C00-C14)	tumeurs malignes de la lèvre, de la cavité buccale et du pharynx
(C15-C26)	tumeurs malignes des organes digestifs
(C30-C39)	tumeurs malignes des organes respiratoires et intrathoraciques
(C40-C41)	tumeurs malignes des os et du cartilage articulaire
(C43-C44)	mélanome malin et autres tumeurs malignes de la peau
(C45-C49)	tumeurs malignes du tissu mésothélial et des tissus mous
(C50)	tumeur maligne du sein
(C51-C58)	tumeurs malignes des organes génitaux de la femme
(C60-C63)	tumeurs malignes des organes génitaux de l'homme
(C64-C68)	tumeurs malignes des voies urinaires
(C69-C72)	tumeurs malignes de l'oeil, de l'encéphale et d'autres parties du système nerveux central
(C73-C75)	tumeurs malignes de la thyroïde et d'autres glandes endocrines
C76	tumeur maligne de sièges autres et mal définis
C77	tumeur maligne des ganglions lymphatiques, secondaire et non précisée
C78	tumeur maligne secondaire des organes respiratoires et digestifs
C79	tumeur maligne secondaire d'autres sièges
C80	tumeur maligne de siège non précisé
C81	maladie de Hodgkin
C82	lymphome folliculaire [nodulaire] non hodgkinien
C83	lymphome diffus non hodgkinien
C84	lymphomes périphériques et cutanés à cellules T
C85	lymphome non hodgkinien, de types autres et non précisés
C88	maladies immunoprolifératives malignes
C90	myélome multiple et tumeurs malignes à plasmocytes
C91	leucémie lymphoïde
C92	leucémie myéloïde
C93	leucémie monocytaire
C94	autres leucémies à cellules précisées
C95	leucémie à cellules non précisées
C96	tumeurs malignes des tissus lymphoïde, hématopoïétique et apparentés, autres et non précisées
C97	tumeurs malignes de sièges multiples indépendants (primitifs)
D00	carcinome in situ de la cavité buccale, de l'oesophage et de l'estomac
D01	carcinome in situ des organes digestifs, autres et non précisés
D02	carcinome in situ de l'oreille moyenne et de l'appareil respiratoire
D03	mélanome in situ
D04	carcinome in situ de la peau
D05	carcinome in situ du sein
D06	carcinome in situ du col de l'utérus
D07	carcinome in situ d'organes génitaux, autres et non précisés
D09	carcinome in situ de sièges autres et non précisés
D10	tumeur bénigne de la bouche et du pharynx
D11	tumeur bénigne des glandes salivaires principales
D12	tumeur bénigne du côlon, du rectum, de l'anus et du canal anal
D13	tumeurs bénignes de parties autres et mal définies de l'appareil digestif
D14	tumeur bénigne de l'oreille moyenne et de l'appareil respiratoire
D15	tumeur bénigne des organes intrathoraciques, autres et non précisés
D16	tumeur bénigne des os et du cartilage articulaire
D17	tumeur lipomateuse bénigne
D18	hémangiome et lymphangiome, tout siège
D19	tumeur bénigne du tissu mésothélial
D20	tumeur bénigne des tissus mous du rétropéritoine et du péritoine
D21	autres tumeurs bénignes du tissu conjonctif et des autres tissus mous
D22	naevus à mélanocytes
D23	autres tumeurs bénignes de la peau
D24	tumeur bénigne du sein
D25	léiomyome de l'utérus
D26	autres tumeurs bénignes de l'utérus
D27	tumeur bénigne de l'ovaire
D28	tumeur bénigne des organes génitaux de la femme, autres et non précisés
D29	tumeur bénigne des organes génitaux de l'homme
D30	tumeur bénigne des organes urinaires
D31	tumeur bénigne de l'oeil et de ses annexes
D32	tumeur bénigne des méninges
D33	tumeur bénigne de l'encéphale et d'autres parties du système nerveux central
D34	tumeur bénigne de la thyroïde
D35	tumeur bénigne des glandes endocrines, autres et non précisées
D36	tumeur bénigne de sièges autres et non précisés
D37	tumeur de la cavité buccale et des organes digestifs à évolution imprévisible ou inconnue
D38	tumeur de l'oreille moyenne et des organes respiratoires et intrathoraciques à évolution imprévisible ou inconnue
D39	tumeur des organes génitaux de la femme à évolution imprévisible ou inconnue
D40	tumeur des organes génitaux de l'homme à évolution imprévisible ou inconnue
D41	tumeur des organes urinaires à évolution imprévisible ou inconnue
D42	tumeur des méninges à évolution imprévisible ou inconnue
D43	tumeur du l'encéphale et du système nerveux central à évolution imprévisible ou inconnue
D44	tumeur des glandes endocrines à évolution imprévisible ou inconnue
D45	polyglobulie essentielle
D46	syndromes myélodysplasiques
D47	autres tumeurs des tissus lymphoïde, hématopoïétique et apparentés à évolution imprévisible ou inconnue
D48	tumeur de sièges autres et non précisés à évolution imprévisible ou inconnue
D50	anémie par carence en fer
D51	anémie par carence en vitamine B12
D52	anémie par carence en acide folique
D53	autres anémies nutritionnelles
D55	anémie due à des anomalies enzymatiques
D56	thalassémie
D57	affections à hématies falciformes [drépanocytaires]
D58	autres anémies hémolytiques héréditaires
D59	anémie hémolytique acquise
D60	aplasie médullaire acquise pure [érythroblastopénie]
D61	autres aplasies médullaires
D62	anémie posthémorragique aiguë
D63	anémie au cours de maladies chroniques classées ailleurs
D64	autres anémies
D65	coagulation intravasculaire disséminée [syndrome de défibrination]
D66	carence héréditaire en facteur VIII
D67	carence héréditaire en facteur IX
D68	autres anomalies de la coagulation
D69	purpura et autres affections hémorragiques
D70	agranulocytose
D71	anomalies fonctionnelles des granulocytes neutrophiles
D72	autres anomalies des leucocytes
D73	maladies de la rate
D74	méthémoglobinémie
D75	autres maladies du sang et des organes hématopoïétiques
D76	certaines maladies du tissu lymphoréticulaire et du système réticulo-histiocytaire
D77	autres maladies du sang et des organes hématopoïétiques au cours de maladies classées ailleurs
D80	déficit immunitaire avec déficit prédominant de la production d'anticorps
D81	déficits immunitaires combinés
D82	déficit immunitaire associé à d'autres anomalies majeures
D83	déficit immunitaire commun variable
H68	salpingite et obstruction de la trompe d'Eustache
H69	autres affections de la trompe d'Eustache
H70	mastoïdite et affections apparentées
H71	cholestéatome de l'oreille moyenne
H72	perforation du tympan
H73	autres affections du tympan
H74	autres affections de l'oreille moyenne et de l'apophyse mastoïde
H75	autres affections de l'oreille moyenne et de l'apophyse mastoïde au cours de maladies classées ailleurs
H80	otosclérose
H81	atteintes des fonctions vestibulaires
H82	syndromes vertigineux au cours de maladies classées ailleurs
H83	autres maladies de l'oreille interne
K42	hernie ombilicale
K43	autres hernies de la paroi abdominale antérieure
K44	hernie diaphragmatique
K45	autres hernies abdominales
K46	hernie abdominale non précisée
K50	maladie de Crohn [entérite régionale]
K51	recto-colite hémorragique [colite ulcéreuse]
K52	autres gastro-entérites et colites non infectieuses
K55	troubles vasculaires de l'intestin
K56	iléus paralytique et occlusion intestinale sans hernie
K57	diverticulose de l'intestin
K58	syndrome de l'intestin irritable
K59	autres troubles fonctionnels de l'intestin
K60	fissure et fistule des régions anale et rectale
K61	abcès des régions anale et rectale
K62	autres maladies de l'anus et du rectum
K63	autres maladies de l'intestin
K65	péritonite
K66	autres maladies du péritoine
K67	atteintes péritonéales au cours de maladies infectieuses classées ailleurs
K70	maladie alcoolique du foie
K71	maladie toxique du foie
K72	insuffisance hépatique, non classée ailleurs
K73	hépatite chronique, non classée ailleurs
K74	fibrose et cirrhose du foie
K75	autres maladies inflammatoires du foie
K76	autres maladies du foie
K77	atteintes hépatiques au cours de maladies classées ailleurs
K80	cholélithiase
K81	cholécystite
K82	autres maladies de la vésicule biliaire
K83	autres maladies des voies biliaires
K85	pancréatite aiguë
K86	autres maladies du pancréas
K87	atteintes de la vésicule biliaire, des voies biliaires et du pancréas au cours de maladies classées ailleurs
K90	malabsorption intestinale
K91	atteintes de l'appareil digestif après un acte à visée diagnostique et thérapeutique, non classées ailleurs
K92	autres maladies du système digestif
K93	atteintes d'autres organes de l'appareil digestif au cours de maladies classées ailleurs
L00	syndrome d'épidermolyse staphylococcique du nourrisson
L01	impétigo
L02	abcès cutané, furoncle et anthrax
L03	phlegmon
L04	lymphadénite aiguë
L05	sinus pilonidal
L08	autres infections localisées de la peau et du tissu cellulaire sous-cutané
L10	pemphigus
L11	autres acantholyses
L12	pemphigoïde
L13	autres dermatoses bulleuses
L14	dermatoses bulleuses au cours de maladies classées ailleurs
L20	dermite atopique
L21	dermite séborrhéique
L22	dermite fessière du nourrisson
L23	dermite allergique de contact
L24	dermite irritante de contact
L25	dermite de contact, sans précision
D84	autres déficits immunitaires
D86	sarcoïdose
D89	autres anomalies du système immunitaire, non classées ailleurs
E00	syndrome d'insuffisance thyroïdienne congénitale
E01	affections thyroïdiennes et apparentées liées à une carence en iode
E02	hypothyroïdie par carence inapparente en iode
E03	autres hypothyroïdies
E04	autres goitres non toxiques
E05	thyréotoxicose [hyperthyroïdie]
E06	thyroïdite
E07	autres affections de la thyroïde
E10	diabète sucré insulino-dépendant
E11	diabète sucré non insulino-dépendant
E12	diabète sucré de malnutrition
E13	autres diabètes sucrés précisés
E14	diabète sucré, sans précision
E15	coma hypoglycémique non diabétique
E16	autres anomalies de la sécrétion pancréatique interne
E20	hypoparathyroïdie
E21	hyperparathyroïdie et autres maladies de la glande parathyroïde
E22	hypersécrétion de l'hypophyse
E23	hyposécrétion et autres anomalies de l'hypophyse
E24	syndrome de Cushing
E25	anomalies génito-surrénaliennes
E26	hyperaldostéronisme
E27	autres maladies de la glande surrénale
E28	dysfonction ovarienne
E29	dysfonction testiculaire
E30	anomalies de la puberté, non classées ailleurs
E31	dysfonctionnement pluriglandulaire
E32	maladies du thymus
E34	autres troubles endocriniens
E35	anomalies endocriniennes au cours de maladies classées ailleurs
E40	kwashiorkor
E41	marasme nutritionnel
E42	kwashiorkor avec marasme
E43	malnutrition protéino-énergétique grave, sans précision
E44	malnutrition protéino-énergétique légère ou modérée
E45	retard de développement après malnutrition protéino-énergétique
E46	malnutrition protéino-énergétique, sans précision
E50	avitaminose A
E51	carence en thiamine
E52	carence en acide nicotinique [pellagre]
E53	autres avitaminoses du groupe B
E54	carence en acide ascorbique
E55	carence en vitamine D
E56	autres avitaminoses
E58	carence alimentaire en calcium
E59	carence alimentaire en sélénium
E60	carence alimentaire en zinc
E61	carences en autres éléments nutritionnels
E63	autres carences nutritionnelles
E64	séquelles de malnutrition et autres carences nutritionnelles
E65	adiposité localisée
E66	obésité
E67	autres excès d'apport
E68	séquelles d'excès d'apport
E70	anomalies du métabolisme des acides aminés aromatiques
E71	anomalies du métabolisme des acides aminés à chaîne ramifiée et du métabolisme des acides gras
E72	autres anomalies du métabolisme des acides aminés
E73	intolérance au lactose
E74	autres anomalies du métabolisme des hydrates de carbone
E75	anomalies du métabolisme des sphingolipides et autres anomalies du stockage des lipides
E76	anomalies du métabolisme des glucosaminoglycanes
E77	anomalies du métabolisme des glycoprotéines
E78	anomalies du métabolisme des lipoprotéines et autres lipidémies
E79	anomalies du métabolisme de la purine et de la pyrimidine
E80	anomalies du métabolisme de la porphyrine et de la bilirubine
E83	anomalies du métabolisme des minéraux
E84	fibrose kystique
E85	amylose
E86	hypovolémie
E87	autres déséquilibres hydro-électrolytiques et acido-basiques
E88	autres anomalies métaboliques
E89	anomalies endocriniennes et métaboliques après un acte à visée diagnostique et thérapeutique, non classées ailleurs
E90	anomalies nutritionnelles et métaboliques au cours de maladies classées ailleurs
F00	démence de la maladie d'Alzheimer
F01	démence vasculaire
F02	démence au cours d'autres maladies classées ailleurs
F03	démence, sans précision
F04	syndrome amnésique organique, non induit par l'alcool et d'autres substances psycho-actives
F05	delirium, non induit par l'alcool et d'autres substances psycho-actives
F06	autres troubles mentaux dus à une lésion cérébrale et un dysfonctionnement cérébral, et à une affection somatique
F07	troubles de la personnalité et du comportement dus à une affection, une lésion et un dysfonctionnement cérébraux
F09	trouble mental organique ou symptomatique, sans précision
F10	troubles mentaux et du comportement liés à l'utilisation d'alcool
F11	troubles mentaux et du comportement liés à l'utilisation d'opiacés
F12	troubles mentaux et du comportement liés à l'utilisation de dérivés du cannabis
F13	troubles mentaux et du comportement liés à l'utilisation de sédatifs ou d'hypnotiques
F14	troubles mentaux et du comportement liés à l'utilisation de cocaïne
F15	troubles mentaux et du comportement liés à l'utilisation d'autres stimulants, y compris la caféine
F16	troubles mentaux et du comportement liés à l'utilisation d'hallucinogènes
F17	troubles mentaux et du comportement liés à l'utilisation de tabac
F18	troubles mentaux et du comportement liés à l'utilisation de solvants volatils
F19	troubles mentaux et du comportement liés à l'utilisation de drogues multiples et troubles liés à l'utilisation d'autres substances psycho-actives
F20	schizophrénie
F21	trouble schizotypique
F22	troubles délirants persistants
F23	troubles psychotiques aigus et transitoires
F24	trouble délirant induit
F25	troubles schizo-affectifs
F28	autres troubles psychotiques non organiques
F29	psychose non organique, sans précision
F30	épisode maniaque
F31	trouble affectif bipolaire
F32	épisodes dépressifs
F33	trouble dépressif récurrent
F34	troubles de l'humeur [affectifs] persistants
F38	autres troubles de l'humeur [affectifs]
F39	trouble de l'humeur [affectif], sans précision
F40	troubles anxieux phobiques
F41	autres troubles anxieux
F42	trouble obsessionnel-compulsif
F43	Réaction à un facteur de stress sévère, et troubles de l'adaptation
F44	troubles dissociatifs [de conversion]
F45	troubles somatoformes
F48	autres troubles névrotiques
F50	troubles de l'alimentation
F51	troubles du sommeil non organiques
F52	dysfonctionnement sexuel, non dû à un trouble ou à une maladie organique
F53	troubles mentaux et du comportement associés à la puerpéralité, non classés ailleurs
F54	facteurs psychologiques et comportementaux associés à des maladies ou des troubles classés ailleurs
F55	abus de substances n'entraînant pas de dépendance
F59	syndromes comportementaux non précisés associés à des perturbations physiologiques et à des facteurs physiques
F60	troubles spécifiques de la personnalité
F61	troubles mixtes de la personnalité et autres troubles de la personnalité
F62	modification durable de la personnalité non attribuable à une lésion et une maladie cérébrales
F63	troubles des habitudes et des impulsions
F64	troubles de l'identité sexuelle
F65	troubles de la préférence sexuelle
F66	problèmes psychologiques et comportementaux associés au développement sexuel et à son orientation
F68	autres troubles de la personnalité et du comportement chez l'adulte
F69	trouble de la personnalité et du comportement chez l'adulte, sans précision
F70	retard mental léger
F71	retard mental moyen
F72	retard mental grave
F73	retard mental profond
F78	autres formes de retard mental
F79	retard mental, sans précision
F80	troubles spécifiques du développement de la parole et du langage
F81	troubles spécifiques du développement des acquisitions scolaires
F82	trouble spécifique du développement moteur
F83	troubles spécifiques mixtes du développement
F84	troubles envahissants du développement
F88	autres troubles du développement psychologique
F89	trouble du développement psychologique, sans précision
F90	troubles hyperkinétiques
F91	troubles des conduites
F92	troubles mixtes des conduites et troubles émotionnels
F93	troubles émotionnels apparaissant spécifiquement dans l'enfance
F94	troubles du fonctionnement social apparaissant spécifiquement durant l'enfance et l'adolescence
F95	tics
F98	autres troubles du comportement et troubles émotionnels apparaissant habituellement durant l'enfance et l'adolescence
F99	trouble mental, sans autre indication
G00	méningite bactérienne, non classée ailleurs
G01	méningite au cours d'affections bactériennes classées ailleurs
G02	méningite au cours d'autres maladies infectieuses et parasitaires classées ailleurs
G03	méningite due à des causes autres et non précisées
G04	encéphalite, myélite et encéphalomyélite
G05	encéphalite, myélite et encéphalomyélite au cours d'affections classées ailleurs
G06	abcès et granulome intracrâniens et intrarachidiens
G07	abcès et granulome intracrâniens et intrarachidiens au cours d'affections classées ailleurs
G08	phlébite et thrombophlébite intracrâniennes et intrarachidiennes
G09	séquelles d'affections inflammatoires du système nerveux central
G10	chorée de Huntington
G11	ataxie héréditaire
G12	amyotrophie spinale et syndromes apparentés
G13	affections dégénératives systémiques affectant principalement le système nerveux central au cours d'affections classées ailleurs
G20	maladie de Parkinson
G21	syndrome parkinsonien secondaire
G22	syndrome parkinsonien au cours de maladies classées ailleurs
G23	autres maladies dégénératives des noyaux gris centraux
G24	dystonie
G25	autres syndromes extrapyramidaux et troubles de la motricité
G26	syndromes extrapyramidaux et troubles de la motricité au cours d'affections classées ailleurs
G30	maladie d'Alzheimer
G31	autres affections dégénératives du système nerveux, non classées ailleurs
G32	autres affections dégénératives du système nerveux au cours d'affections classées ailleurs
G35	sclérose en plaques
G36	autres affections démyélinisantes aiguës disséminées
G37	autres affections démyélinisantes du système nerveux central
G40	épilepsie
G41	état de mal épileptique
G43	migraine
G44	autres syndromes d'algies céphaliques
G45	accidents ischémiques cérébraux transitoires et syndromes apparentés
G46	syndromes vasculaires cérébraux au cours de maladies cérébrovasculaires
G47	troubles du sommeil
G50	affections du nerf trijumeau
G51	affections du nerf facial
G52	affections des autres nerfs crâniens
G53	affections des nerfs crâniens au cours de maladies classées ailleurs
G54	affections des racines et des plexus nerveux
G55	compression des racines et des plexus nerveux au cours de maladies classées ailleurs
G56	mononévrite du membre supérieur
G57	mononévrite du membre inférieur
G58	autres mononévrites
G59	mononévrite au cours de maladies classées ailleurs
G60	neuropathie héréditaire et idiopathique
G61	polynévrites inflammatoires
G62	autres polynévrites
G63	polynévrite au cours de maladies classées ailleurs
G64	autres affections du système nerveux périphérique
G70	myasthénie et autres affections neuro-musculaires
G71	affections musculaires primitives
G72	autres myopathies
G73	affections musculaires et neuro-musculaires au cours de maladies classées ailleurs
G80	paralysie cérébrale infantile
G81	hémiplégie
G82	paraplégie et tétraplégie
G83	autres syndromes paralytiques
G90	affections du système nerveux autonome
G91	hydrocéphalie
G92	encéphalopathie toxique
G93	autres affections du cerveau
G94	autres affections du cerveau au cours de maladies classées ailleurs
G95	autres affections de la moelle épinière
G96	autres affections du système nerveux central
G97	affections du système nerveux après un acte à visée diagnostique et thérapeutique, non classées ailleurs
G98	autres affections du système nerveux, non classées ailleurs
G99	autres affections du système nerveux au cours de maladies classées ailleurs
H00	orgelet et chalazion
H01	autres inflammations de la paupière
H02	autres affections des paupières
H03	affections de la paupière au cours de maladies classées ailleurs
H04	affections de l'appareil lacrymal
H05	affections de l'orbite
H06	affections de l'appareil lacrymal et de l'orbite au cours de maladies classées ailleurs
H10	conjonctivite
H11	autres affections de la conjonctive
H13	affections de la conjonctive au cours de maladies classées ailleurs
H15	affections de la sclérotique
H16	kératite
H17	cicatrices et opacités cornéennes
H18	autres affections de la cornée
H19	affections de la sclérotique et de la cornée au cours de maladies classées ailleurs
H20	iridocyclite
H21	autres affections de l'iris et du corps ciliaire
H22	affections de l'iris et du corps ciliaire au cours de maladies classées ailleurs
H25	cataracte sénile
H26	autres cataractes
H27	autres affections du cristallin
H28	cataracte et autres affections du cristallin au cours de maladies classées ailleurs
H30	choriorétinite
H31	autres affections de la choroïde
H32	affections choriorétiniennes au cours de maladies classées ailleurs
H33	décollement et déchirure de la rétine
H34	occlusions vasculaires rétiniennes
H35	autres affections rétiniennes
H36	affections rétiniennes au cours de maladies classées ailleurs
H40	glaucome
H42	glaucome au cours de maladies classées ailleurs
H43	affections du corps vitré
H44	affections du globe oculaire
H45	affections du corps vitré et du globe oculaire au cours de maladies classées ailleurs
H46	névrite optique
H47	autres affections du nerf [II] et des voies optiques
H48	affections du nerf [II] et des voies optiques au cours de maladies classées ailleurs
H49	strabisme paralytique
H50	autres strabismes
H51	autres anomalies des mouvements binoculaires
H52	vices de réfraction et troubles de l'accommodation
H53	troubles de la vision
H54	cécité et baisse de la vision
H55	nystagmus et autres anomalies des mouvements oculaires
H57	autres affections de l'oeil et de ses annexes
H58	autres affections de l'oeil et de ses annexes au cours de maladies classées ailleurs
H59	affections de l'oeil et de ses annexes après un acte à visée diagnostique et thérapeutique, non classées ailleurs
H60	otite externe
H61	autres affections de l'oreille externe
H62	affections de l'oreille externe au cours de maladies classées ailleurs
H65	otite moyenne non suppurée
H66	otite moyenne suppurée et sans précision
H67	otite moyenne au cours de maladies classées ailleurs
H90	surdité de transmission et neurosensorielle
H91	autres pertes de l'audition
H92	otalgie et écoulement par l'oreille
H93	autres affections de l'oreille, non classées ailleurs
H94	autres affections de l'oreille au cours de maladies classées ailleurs
H95	affections de l'oreille et de l'apophyse mastoïde après un acte à visée diagnostique et thérapeutique, non classées ailleurs
I00	rhumatisme articulaire aigu, sans mention d'atteinte cardiaque
I01	rhumatisme articulaire aigu, avec atteinte cardiaque
I02	chorée rhumatismale
I05	maladies rhumatismales de la valvule mitrale
I06	maladies rhumatismales de la valvule aortique
I07	maladies rhumatismales de la valvule tricuspide
I08	maladies de plusieurs valvules
I09	autres cardiopathies rhumatismales
I10	hypertension essentielle (primitive)
I11	cardiopathie hypertensive
I12	néphropathie hypertensive
I13	cardionéphropathie hypertensive
I15	hypertension secondaire
I20	angine de poitrine
I21	infarctus aigu du myocarde
I22	infarctus du myocarde à répétition
I23	certaines complications récentes d'un infarctus aigu du myocarde
I24	autres cardiopathies ischémiques aiguës
I25	cardiopathie ischémique chronique
I26	embolie pulmonaire
I27	autres affections cardiopulmonaires
I28	autres maladies des vaisseaux pulmonaires
I30	péricardite aiguë
I31	autres maladies du péricarde
I32	péricardite au cours de maladies classées ailleurs
I33	endocardite aiguë et subaiguë
I34	atteintes non rhumatismales de la valvule mitrale
I35	atteintes non rhumatismales de la valvule aortique
I36	atteintes non rhumatismales de la valvule tricuspide
I37	atteintes de la valvule pulmonaire
I38	endocardite, valvule non précisée
I39	endocardite et atteintes valvulaires cardiaques au cours de maladies classées ailleurs
I40	myocardite aiguë
I41	myocardite au cours de maladies classées ailleurs
I42	myocardiopathie
I43	myocardiopathie au cours de maladies classées ailleurs
I44	bloc de branche gauche et auriculoventriculaire
I45	autres troubles de la conduction
I46	arrêt cardiaque
I47	tachycardie paroxystique
I48	fibrillation et flutter auriculaires
I49	autres arythmies cardiaques
I50	insuffisance cardiaque
I51	complications de cardiopathies et maladies cardiaques mal définies
I52	autres cardiopathies au cours de maladies classées ailleurs
I60	hémorragie sous-arachnoïdienne
I61	hémorragie intracérébrale
I62	autres hémorragies intracrâniennes non traumatiques
I63	infarctus cérébral
I64	accident vasculaire cérébral, non précisé comme étant hémorragique ou par infarctus
I65	occlusion et sténose des artères précérébrales, n'entraînant pas un infarctus cérébral
I66	occlusion et sténose des artères cérébrales, n'entraînant pas un infarctus cérébral
I67	autres maladies cérébrovasculaires
I68	troubles cérébrovasculaires au cours de maladies classées ailleurs
I69	séquelles de maladies cérébrovasculaires
I70	athérosclérose
I71	anévrisme aortique et dissection
I72	autres anévrismes
I73	autres maladies vasculaires périphériques
I74	embolie et thrombose artérielles
I77	autres atteintes des artères et artérioles
I78	maladies des capillaires
I79	atteintes des artères, artérioles et capillaires au cours de maladies classées ailleurs
I80	phlébite et thrombophlébite
I81	thrombose de la veine porte
I82	autres embolies et thromboses veineuses
I83	varices des membres inférieurs
I84	hémorroïdes
I85	varices oesophagiennes
I86	varices d'autres localisations
I87	autres atteintes veineuses
I88	lymphadénite non spécifique
I89	autres atteintes non infectieuses des vaisseaux et des ganglions lymphatiques
I95	hypotension
I97	troubles de l'appareil circulatoire après un acte à visée diagnostique et thérapeutique, non classés ailleurs
I98	autres troubles de l'appareil circulatoire au cours de maladies classées ailleurs
I99	troubles autres et non précisés de l'appareil circulatoire
J00	rhinopharyngite aiguë [rhume banal]
J01	sinusite aiguë
J02	pharyngite aiguë
J03	amygdalite aiguë
