CODE	LIBELLE
C508	Tumeur maligne à localisations contiguës du sein
C509	Tumeur maligne du sein, sans précision
C510	Tumeur maligne de la grande lèvre
C511	Tumeur maligne de la petite lèvre
C512	Tumeur maligne du clitoris
C518	Tumeur maligne à localisations contiguës de la vulve
C519	Tumeur maligne de la vulve, sans précision
C52	Tumeur maligne du vagin
C530	Tumeur maligne de l'endocol
C531	Tumeur maligne de l'exocol
C538	Tumeur maligne à localisations contiguës du col de l'utérus
C539	Tumeur maligne du col de l'utérus, sans précision
C540	Tumeur maligne de l'isthme de l'utérus
C541	Tumeur maligne de l'endomètre
C542	Tumeur maligne du myomètre
C543	Tumeur maligne du fond de l'utérus
C548	Tumeur maligne à localisations contiguës du corps de l'utérus
C549	Tumeur maligne du corps de l'utérus, sans précision
C55	Tumeur maligne de l'utérus, partie non précisée
C56	Tumeur maligne de l'ovaire
C570	Tumeur maligne d'une trompe de Fallope
C571	Tumeur maligne d'un ligament large
C572	Tumeur maligne d'un ligament rond
C573	Tumeur maligne d'un paramètre
C574	Tumeur maligne des annexes de l'utérus, sans précision
C577	Tumeur maligne d'autres organes génitaux de la femme précisés
C578	Tumeur maligne à localisations contiguës des organes génitaux de la femme
C579	Tumeur maligne d'un organe génital de la femme, sans précision
C58	Tumeur maligne du placenta
C600	Tumeur maligne du prépuce
C601	Tumeur maligne du gland
C602	Tumeur maligne du corps de la verge
C608	Tumeur maligne à localisations contiguës de la verge
C609	Tumeur maligne de la verge, sans précision
C61	Tumeur maligne de la prostate
C620	Tumeur maligne du testicule ectopique
C621	Tumeur maligne du testicule descendu
C629	Tumeur maligne d'un testicule, sans précision
C630	Tumeur maligne de l'épididyme
C631	Tumeur maligne du cordon spermatique
C632	Tumeur maligne du scrotum
C637	Tumeur maligne d'autres organes génitaux de l'homme précisés
C638	Tumeur maligne à localisations contiguës des organes génitaux de l'homme
C639	Tumeur maligne d'un organe génital de l'homme, sans précision
C64	Tumeur maligne du rein, à l'exception du bassinet
C65	Tumeur maligne du bassinet
C66	Tumeur maligne de l'uretère
C670	Tumeur maligne du trigone de la vessie
C671	Tumeur maligne du dôme de la vessie
C672	Tumeur maligne de la paroi latérale de la vessie
C673	Tumeur maligne de la paroi antérieure de la vessie
C674	Tumeur maligne de la paroi postérieure de la vessie
C675	Tumeur maligne du col vésical
C676	Tumeur maligne de l'orifice urétéral
C677	Tumeur maligne de l'ouraque
C678	Tumeur maligne à localisations contiguës de la vessie
C679	Tumeur maligne de la vessie, sans précision
C680	Tumeur maligne de l'urètre
C681	Tumeur maligne de la glande urétrale
C688	Tumeur maligne à localisations contiguës des organes urinaires
C689	Tumeur maligne d'un organe urinaire, sans précision
C690	Tumeur maligne de la conjonctive
C691	Tumeur maligne de la cornée
C692	Tumeur maligne de la rétine
C693	Tumeur maligne de la choroïde
C694	Tumeur maligne du corps ciliaire
C695	Tumeur maligne de la glande lacrymale et du canal lacrymal
C696	Tumeur maligne de l'orbite
C698	Tumeur maligne à localisations contiguës de l'oeil et de ses annexes
C699	Tumeur maligne de l'oeil, sans précision
C700	Tumeur maligne des méninges cérébrales
C701	Tumeur maligne des méninges rachidiennes
C709	Tumeur maligne des méninges, sans précision
C710	Tumeur maligne du cerveau, sauf lobes et ventricules
C711	Tumeur maligne du lobe frontal
C712	Tumeur maligne du lobe temporal
C713	Tumeur maligne du lobe pariétal
C714	Tumeur maligne du lobe occipital
C715	Tumeur maligne d'un ventricule cérébral
C716	Tumeur maligne du cervelet
C717	Tumeur maligne du tronc cérébral
C718	Tumeur maligne à localisations contiguës de l'encéphale
C719	Tumeur maligne de l'encéphale, sans précision
C720	Tumeur maligne de la moelle épinière
C721	Tumeur maligne de la queue de cheval
C722	Tumeur maligne du nerf olfactif
C723	Tumeur maligne du nerf optique
C724	Tumeur maligne du nerf auditif
C725	Tumeur maligne des nerfs crâniens, autres et non précisés
C728	Tumeur maligne à localisations contiguës de l'encéphale et d'autres partie du système nerveux central
C729	Tumeur maligne du système nerveux (central), sans précision
C73	Tumeur maligne de la thyroïde
C740	Tumeur maligne du cortex de la surrénale
C741	Tumeur maligne de la médullosurrénale
C749	Tumeur maligne de la surrénale, sans précision
C750	Tumeur maligne de la parathyroïde
C751	Tumeur maligne de l'hypophyse
C752	Tumeur maligne du tractus cranio-pharyngien
C753	Tumeur maligne de l'épiphyse
C754	Tumeur maligne du corpuscule carotidien
C755	Tumeur maligne du glomus aortique et autres paraganglions
C758	Tumeur maligne de plusieurs glandes endocrines, sans précision
C759	Tumeur maligne d'une glande endocrine, sans précision
C760	Tumeur maligne de siège mal défini de la tête, de la face et du cou
C761	Tumeur maligne de siège mal défini du thorax
C762	Tumeur maligne de siège mal défini de l'abdomen
C763	Tumeur maligne de siège mal défini du pelvis
C764	Tumeur maligne de siège mal défini d'un membre supérieur
C765	Tumeur maligne de siège mal défini d'un membre inférieur
C767	Tumeur maligne d'autres sièges mal définis
C768	Tumeur maligne à localisations contiguës de sièges autres et mal définis
C770	Tumeur maligne secondaire et non précisée des ganglions lymphatiques de la tête, de la face et du cou
C771	Tumeur maligne secondaire et non précisée des ganglions lymphatiques intrathoraciques
C772	Tumeur maligne secondaire et non précisée des ganglions lymphatiques intraabdominaux
C773	Tumeur maligne secondaire et non précisée des ganglions lymphatiques de l'aisselle et du membre supérieur
C774	Tumeur maligne secondaire et non précisée des ganglions lymphatiques inguinaux et du membre inférieur
C775	Tumeur maligne secondaire et non précisée des ganglions lymphatiques intrapelviens
C778	Tumeur maligne secondaire et non précisée des ganglions lymphatiques de sièges multiples
C779	Tumeur maligne secondaire et non précisée d'un ganglion lymphatique, sans précision
C780	Tumeur maligne secondaire du poumon
C781	Tumeur maligne secondaire du médiastin
C782	Tumeur maligne secondaire de la plèvre
C783	Tumeur maligne secondaire des organes respiratoires, autres et non précisés
C784	Tumeur maligne secondaire de l'intestin grêle
C785	Tumeur maligne secondaire du gros intestin et du rectum
C786	Tumeur maligne secondaire du rétropéritoine et du péritoine
C787	Tumeur maligne secondaire du foie
C788	Tumeur maligne secondaire des organes digestifs, autres et non précisés
C790	Tumeur maligne secondaire du rein et du bassinet
C791	Tumeur maligne secondaire de la vessie et des organes urinaires, autres et non précisés
C792	Tumeur maligne secondaire de la peau
C793	Tumeur maligne secondaire du cerveau et des méninges cérébrales
C794	Tumeur maligne secondaire de parties du système nerveux, autres et non précisées
C795	Tumeur maligne secondaire des os et de la moelle osseuse
C796	Tumeur maligne secondaire de l'ovaire
C797	Tumeur maligne secondaire de la glande surrénale
C798	Tumeur maligne secondaire d'autres sièges précisés
C80+0	Tumeur maligne primitive de siège inconnu
C810	Maladie de Hodgkin avec prédominance lymphocytaire
C811	Maladie de Hodgkin avec sclérose nodulaire
C812	Maladie de Hodgkin cellulaire mixte
C813	Maladie de Hodgkin avec déplétion lymphocytaire
C817	Autres formes de la maladie de Hodgkin
C819	Maladie de Hodgkin, sans précision
C820	Lymphome folliculaire à petites cellules encochées
C821	Lymphome folliculaire avec mélange de petites cellules encochées et de grandes cellules
C822	Lymphome folliculaire à grandes cellules
C827	Autres formes de lymphome non hodgkinien, folliculaire
C829	Lymphome folliculaire non hodgkinien, sans précision
C830	Lymphome à petites cellules (diffus)
C831	Lymphome à petites cellules encochées (diffus)
C832	Lymphome avec mélange de petites et grandes cellules (diffus)
C833	Lymphome à grandes cellules (diffus)
C834	Lymphome immunoblastique (diffus)
C835	Lymphome lymphoblastique (diffus)
C836	Lymphome indifférencié (diffus)
C837	Tumeur de Burkitt
C838	Autres formes de lymphome diffus non hodgkinien
C839	Lymphome diffus non hodgkinien, sans précision
C840	Mycosis fongoïde
C841	Réticulose de Sézary
C842	Lymphome de la zone T
C843	Lymphome lympho-épithélioïde
C844	Lymphome périphérique à cellules T
C845	Lymphomes à cellules T, autres et non précisés
C850	Lymphosarcome
C851	Lymphomes à cellules B, sans précision
C857	Autres types précisés de lymphome non hodgkinien
C859	Lymphome non hodgkinien, de type non précisé
C880	Macroglobulinémie de Waldenström
C881	Maladie des chaînes lourdes alpha
C882	Maladie des chaînes lourdes gamma
C883	Maladie immunoproliférative de l'intestin grêle
C887	Autres maladies immunoprolifératives malignes
C889	Maladie immunoproliférative (maligne), sans précision
C900	Myélome multiple
C901	Leucémie à plasmocytes
C902	Plasmocytome extra-médullaire
C910	Leucémie lymphoblastique aiguë
C911	Leucémie lymphoïde chronique
C912	Leucémie lymphoïde subaiguë
C913	Leucémie à prolymphocytes
C914	Leucémie à tricholeucocytes
C915	Leucémie de l'adulte à cellules T
C917	Autres leucémies lymphoïdes
C919	Leucémie lymphoïde, sans précision
C920	Leucémie myéloïde aiguë
C921	Leucémie myéloïde chronique
C922	Leucémie myéloïde subaiguë
C923	Sarcome myéloïde
C924	Leucémie promyélocytaire aiguë
C925	Leucémie myélomonocytaire aiguë
C927	Autres leucémies myéloïdes
C929	Leucémie myéloïde, sans précision
C930	Leucémie monocytaire aiguë
C931	Leucémie monocytaire chronique
C932	Leucémie monocytaire subaiguë
C937	Autres leucémies monocytaires
C939	Leucémie monocytaire, sans précision
C940	Polyglobulie primitive aiguë et érythroleucose
C941	Polyglobulie primitive chronique
C942	Leucémie (aiguë) à mégacaryocytes
C943	Leucémie à mastocytes
C944	Panmyélose aiguë
C945	Myélofibrose aiguë
C947	Autres leucémies précisées
C950	Leucémie aiguë à cellules non précisées
C951	Leucémie chronique à cellules non précisées
C952	Leucémie subaiguë à cellules non précisées
C957	Autres leucémies à cellules non précisées
C959	Leucémie, sans précision
C960	Maladie de Letterer-Siwe
C961	Histiocytose maligne
C962	Tumeur maligne à mastocytes
C963	Lymphome histiocytaire vrai
C967	Autres tumeurs malignes précisées des tissus lymphoïde, hématopoïétique et apparentés
C969	Tumeur maligne des tissus lymphoïde, hématopoïétique et apparentés, sans précision
C97	Tumeurs malignes de sièges multiples indépendants (primitifs)
D000	Carcinome in situ de la lèvre, de la cavité buccale et du pharynx
D001	Carcinome in situ de l'oesophage
D002	Carcinome in situ de l'estomac
D010	Carcinome in situ du côlon
D011	Carcinome in situ de la jonction recto-sigmoïdienne
D012	Carcinome in situ du rectum

D013	Carcinome in situ de l'anus et du canal anal
D014	Carcinome in situ de parties de l'intestin, autres et non précisées
D015	Carcinome in situ du foie, de la vésicule et des voies biliaires
D017	Carcinome in situ d'autres organes digestifs précisés
D019	Carcinome in situ d'un organe digestif, sans précision
D020	Carcinome in situ du larynx
D021	Carcinome in situ de la trachée
D022	Carcinome in situ des bronches et du poumon
D023	Carcinome in situ d'autres parties de l'appareil respiratoire
D024	Carcinome in situ de l'appareil respiratoire, sans précision
D030	Mélanome in situ de la lèvre
D031	Mélanome in situ de la paupière, y compris le canthus
D032	Mélanome in situ de l'oreille et du conduit auditif externe
D033	Mélanome in situ de parties de la face, autres et non précisées
D034	Mélanome in situ du cuir chevelu et du cou
D035	Mélanome in situ du tronc
D036	Mélanome in situ du membre supérieur, y compris l'épaule
D037	Mélanome in situ du membre inférieur, y compris la hanche
D038	Mélanome in situ d'autres sièges
D039	Mélanome in situ, sans précision
D040	Carcinome in situ de la peau de la lèvre
D041	Carcinome in situ de la peau de la paupière, y compris le canthus
D042	Carcinome in situ de la peau de l'oreille et du conduit auditif externe
D043	Carcinome in situ de la peau des parties de la face, autres et non précisées
D044	Carcinome in situ de la peau du cuir chevelu et du cou
D045	Carcinome in situ de la peau du tronc
D046	Carcinome in situ de la peau du membre supérieur, y compris l'épaule
D047	Carcinome in situ de la peau du membre inférieur, y compris la hanche
D048	Carcinome in situ de la peau d'autres sièges
D049	Carcinome in situ de la peau, sans précision
D050	Carcinome in situ lobulaire
D051	Carcinome in situ intracanaliculaire
D057	Autres carcinomes in situ du sein
D059	Carcinome in situ du sein, sans précision
D060	Carcinome in situ de l'endocol
D061	Carcinome in situ de l'exocol
D067	Carcinome in situ d'autres parties du col de l'utérus
D069	Carcinome in situ du col de l'utérus, sans précision
D070	Carcinome in situ de l'endomètre
D071	Carcinome in situ de la vulve
D072	Carcinome in situ du vagin
D073	Carcinome in situ d'organes génitaux de la femme, autres et non précisés
D074	Carcinome in situ de la verge
D075	Carcinome in situ de la prostate
D076	Carcinome in situ d'organes génitaux de l'homme, autres et non précisés
D090	Carcinome in situ de la vessie
D091	Carcinome in situ d'organes urinaires, autres et non précisés
D092	Carcinome in situ de l'oeil
D093	Carcinome in situ de la thyroïde et autres glandes endocrines
D097	Carcinome in situ d'autres sièges précisés
D099	Carcinome in situ, sans précision
D370	Tumeur à évolution imprévisible ou inconnue de la lèvre, de la cavité buccale et du pharynx
D371	Tumeur à évolution imprévisible ou inconnue de l'estomac
D372	Tumeur à évolution imprévisible ou inconnue de l'intestin grêle
D373	Tumeur à évolution imprévisible ou inconnue de l'appendice
D374	Tumeur à évolution imprévisible ou inconnue du côlon
D375	Tumeur à évolution imprévisible ou inconnue du rectum
D376	Tumeur à évolution imprévisible ou inconnue du foie, de la vésicule et des voies biliaires
D377	Tumeur à évolution imprévisible ou inconnue d'autres organes digestifs
D379	Tumeur à évolution imprévisible ou inconnue de l'appareil digestif, sans précision
D380	Tumeur à évolution imprévisible ou inconnue du larynx
D381	Tumeur à évolution imprévisible ou inconnue de la trachée, des bronches et du poumon
D382	Tumeur à évolution imprévisible ou inconnue de la plèvre
D383	Tumeur à évolution imprévisible ou inconnue du médiastin
D384	Tumeur à évolution imprévisible ou inconnue du thymus
D385	Tumeur à évolution imprévisible ou inconnue d'autres organes respiratoires
D386	Tumeur à évolution imprévisible ou inconnue de l'appareil respiratoire, sans précision
D390	Tumeur à évolution imprévisible ou inconnue de l'utérus
D391	Tumeur à évolution imprévisible ou inconnue de l'ovaire
D392	Tumeur à évolution imprévisible ou inconnue du placenta
D397	Tumeur à évolution imprévisible ou inconnue d'autres organes génitaux de la femme
D399	Tumeur à évolution imprévisible ou inconnue d'un organe génital de la femme, sans précision
D400	Tumeur à évolution imprévisible ou inconnue de la prostate
D401	Tumeur à évolution imprévisible ou inconnue du testicule
D407	Tumeur à évolution imprévisible ou inconnue d'autres organes génitaux de l'homme
D409	Tumeur à évolution imprévisible ou inconnue d'un organe génital de l'homme, sans précision
D410	Tumeur à évolution imprévisible ou inconnue du rein
D411	Tumeur à évolution imprévisible ou inconnue du bassinet
D412	Tumeur à évolution imprévisible ou inconnue de l'uretère
D413	Tumeur à évolution imprévisible ou inconnue de l'urètre
D414	Tumeur à évolution imprévisible ou inconnue de la vessie
D417	Tumeur à évolution imprévisible ou inconnue d'autres organes urinaires
D419	Tumeur à évolution imprévisible ou inconnue d'un organe urinaire, sans précision
D420	Tumeur à évolution imprévisible ou inconnue des méninges cérébrales
D421	Tumeur à évolution imprévisible ou inconnue des méninges rachidiennes
D429	Tumeur à évolution imprévisible ou inconnue des méninges, sans précision
D430	Tumeur à évolution imprévisible ou inconnue de l'encéphale, supratentoriel
D431	Tumeur à évolution imprévisible ou inconnue de l'encéphale, infratentoriel
D432	Tumeur à évolution imprévisible ou inconnue de l'encéphale, sans précision
D433	Tumeur à évolution imprévisible ou inconnue des nerfs crâniens
D434	Tumeur à évolution imprévisible ou inconnue de la moelle épinière
D437	Tumeur à évolution imprévisible ou inconnue d'autres parties du système nerveux central
D439	Tumeur à évolution imprévisible ou inconnue du système nerveux (central), sans précision
D440	Tumeur à évolution imprévisible ou inconnue de la thyroïde
D441	Tumeur à évolution imprévisible ou inconnue de la surrénale
D442	Tumeur à évolution imprévisible ou inconnue d'une parathyroïde
D443	Tumeur à évolution imprévisible ou inconnue de l'hypophyse
D444	Tumeur à évolution imprévisible ou inconnue du canal craniopharyngien
D4440	Craniopharyngiome
